"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
462,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,924,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108202631345,5842108202637961,5842108202717962,5842108202718483,80001
463,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,926,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108202733302,5842108202741802,5842108202840843,5842108202841401,99041
464,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,928,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108202854997,5842108202861803,5842108202960684,5842108202961212,98881
465,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,930,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108202974879,5842108202981484,5842108203079085,5842108203079851,97601
466,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,932,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108203093317,5842108203100045,5842108203199246,5842108203199863,99201
467,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,934,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108203213229,5842108203220206,5842108203317967,5842108203318533,97761
468,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,936,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108203331979,5842108203338767,5842108203437648,5842108203438264,98881
469,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,938,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108203451931,5842108203458928,5842108203556529,5842108203557154,97601
470,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,940,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108203572423,5842108203580689,5842108203678930,5842108203679540,98241
471,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,942,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108203692756,5842108203699410,5842108203799091,5842108203799683,99681
472,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,944,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108203813790,5842108203820691,5842108203918932,5842108203919444,98241
473,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,946,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108203934844,5842108203943092,5842108204022292,5842108204022724,79200
474,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,948,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204035959,5842108204042773,5842108204121973,5842108204122477,79200
475,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,950,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204135842,5842108204142933,5842108204222614,5842108204223321,79681
476,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,952,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204236797,5842108204243574,5842108204341495,5842108204342031,97921
477,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,954,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204355467,5842108204362135,5842108204460536,5842108204461121,98401
478,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,956,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204474637,5842108204481496,5842108204561337,5842108204561936,79841
479,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,958,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204575332,5842108204581977,5842108204661658,5842108204662140,79681
480,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,960,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204676928,5842108204685498,5842108204784859,5842108204785488,99361
481,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,962,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204799144,5842108204805979,5842108204885499,5842108204886162,79520
482,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,964,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108204899588,5842108204906300,5842108205004860,5842108205005413,98560
483,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,966,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205019029,5842108205025821,5842108205106301,5842108205106709,80480
484,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,968,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205120014,5842108205127101,5842108205225342,5842108205225879,98241
485,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,970,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205239305,5842108205245982,5842108205326303,5842108205326784,80321
486,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,972,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205340050,5842108205346783,5842108205444544,5842108205445003,97761
487,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,974,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205460102,5842108205468704,5842108205567105,5842108205567539,98401
488,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,976,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205581266,5842108205588065,5842108205668066,5842108205668695,80001
489,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,978,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205682091,5842108205688706,5842108205787427,5842108205788086,98721
490,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,980,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205803175,5842108205811747,5842108205909828,5842108205910412,98081
491,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,982,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108205923938,5842108205930468,5842108206009829,5842108206010315,79361
492,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,984,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108206023591,5842108206030469,5842108206110309,5842108206110940,79840
493,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,986,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108206124265,5842108206131110,5842108206229030,5842108206229569,97920
494,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,988,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108206242734,5842108206249351,5842108206328231,5842108206328710,78880
495,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,990,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108206342267,5842108206349031,5842108206446312,5842108206446919,97281
496,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,992,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108206460485,5842108206467272,5842108206546793,5842108206547263,79521
497,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,994,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108206562112,5842108206570633,5842108206649674,5842108206650102,79041
498,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,996,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108206663227,5842108206669674,5842108206750155,5842108206750756,80481
499,"__omp_offloading_eeba6730_8301209d__Z6evolveR5FieldS0_ddPdS1__l31.kd",0,0,998,17398,17398,512000,256,0,0,24,0,48,64,"0x0","0x14d7786689c0",5842108206763992,5842108206771115,5842108206852716,5842108206853214,81601
